--- ddscat calc for FROM_FILE ---
83645
1.000   0.000   0.000
1.000   1.000   0.000
1.      1.      1.   
0.0   0.0   0.0
J     JX      JY      JZ    ICOMPX    ICOMPY   ICOMPZ
8717    -14    1    -12    1      1      1
8718    -13    1    -12    1      1      1
8719    -12    1    -12    1      1      1
8720    -11    1    -12    1      1      1
8721    -10    1    -12    1      1      1
8722    -9    1    -12    1      1      1
8723    -8    1    -12    1      1      1
8724    -7    1    -12    1      1      1
8725    -6    1    -12    1      1      1
8726    -5    1    -12    1      1      1
8727    -4    1    -12    1      1      1
8728    -3    1    -12    1      1      1
8729    -2    1    -12    1      1      1
8730    -1    1    -12    1      1      1
8731    0    1    -12    1      1      1
8732    1    1    -12    1      1      1
8733    2    1    -12    1      1      1
8734    3    1    -12    1      1      1
8735    4    1    -12    1      1      1
8736    5    1    -12    1      1      1
8737    6    1    -12    1      1      1
8738    7    1    -12    1      1      1
8739    8    1    -12    1      1      1
8740    9    1    -12    1      1      1
8741    10    1    -12    1      1      1
8742    11    1    -12    1      1      1
8743    12    1    -12    1      1      1
8744    13    1    -12    1      1      1
8745    14    1    -12    1      1      1
8746    15    1    -12    1      1      1
8747    -15    2    -12    1      1      1
8748    -14    2    -12    1      1      1
8749    -13    2    -12    1      1      1
8750    -12    2    -12    1      1      1
8751    -11    2    -12    1      1      1
8752    -10    2    -12    1      1      1
8753    -9    2    -12    1      1      1
8754    -8    2    -12    1      1      1
8755    -7    2    -12    1      1      1
8756    -6    2    -12    1      1      1
8757    -5    2    -12    1      1      1
8758    -4    2    -12    1      1      1
8759    -3    2    -12    1      1      1
8760    -2    2    -12    1      1      1
8761    -1    2    -12    1      1      1
8762    0    2    -12    1      1      1
8763    1    2    -12    1      1      1
8764    2    2    -12    1      1      1
8765    3    2    -12    1      1      1
8766    4    2    -12    1      1      1
8767    5    2    -12    1      1      1
8768    6    2    -12    1      1      1
8769    7    2    -12    1      1      1
8770    8    2    -12    1      1      1
8771    9    2    -12    1      1      1
8772    10    2    -12    1      1      1
8773    11    2    -12    1      1      1
8774    12    2    -12    1      1      1
8775    13    2    -12    1      1      1
8776    14    2    -12    1      1      1
8777    15    2    -12    1      1      1
8778    -15    3    -12    1      1      1
8779    -14    3    -12    1      1      1
8780    -13    3    -12    1      1      1
8781    -12    3    -12    1      1      1
8782    -11    3    -12    1      1      1
8783    -10    3    -12    1      1      1
8784    -9    3    -12    1      1      1
8785    -8    3    -12    1      1      1
8786    -7    3    -12    1      1      1
8787    -6    3    -12    1      1      1
8788    -5    3    -12    1      1      1
8789    -4    3    -12    1      1      1
8790    -3    3    -12    1      1      1
8791    -2    3    -12    1      1      1
8792    -1    3    -12    1      1      1
8793    0    3    -12    1      1      1
8794    1    3    -12    1      1      1
8795    2    3    -12    1      1      1
8796    3    3    -12    1      1      1
8797    4    3    -12    1      1      1
8798    5    3    -12    1      1      1
8799    6    3    -12    1      1      1
8800    7    3    -12    1      1      1
8801    8    3    -12    1      1      1
8802    9    3    -12    1      1      1
8803    10    3    -12    1      1      1
8804    11    3    -12    1      1      1
8805    12    3    -12    1      1      1
8806    13    3    -12    1      1      1
8807    14    3    -12    1      1      1
8808    15    3    -12    1      1      1
8809    -15    4    -12    1      1      1
8810    -14    4    -12    1      1      1
8811    -13    4    -12    1      1      1
8812    -12    4    -12    1      1      1
8813    -11    4    -12    1      1      1
8814    -10    4    -12    1      1      1
8815    -9    4    -12    1      1      1
8816    -8    4    -12    1      1      1
8817    -7    4    -12    1      1      1
8818    -6    4    -12    1      1      1
8819    -5    4    -12    1      1      1
8820    -4    4    -12    1      1      1
8821    -3    4    -12    1      1      1
8822    -2    4    -12    1      1      1
8823    -1    4    -12    1      1      1
8824    0    4    -12    1      1      1
8825    1    4    -12    1      1      1
8826    2    4    -12    1      1      1
8827    3    4    -12    1      1      1
8828    4    4    -12    1      1      1
8829    5    4    -12    1      1      1
8830    6    4    -12    1      1      1
8831    7    4    -12    1      1      1
8832    8    4    -12    1      1      1
8833    9    4    -12    1      1      1
8834    10    4    -12    1      1      1
8835    11    4    -12    1      1      1
8836    12    4    -12    1      1      1
8837    13    4    -12    1      1      1
8838    14    4    -12    1      1      1
8839    15    4    -12    1      1      1
8840    -15    5    -12    1      1      1
8841    -14    5    -12    1      1      1
8842    -13    5    -12    1      1      1
8843    -12    5    -12    1      1      1
8844    -11    5    -12    1      1      1
8845    -10    5    -12    1      1      1
8846    -9    5    -12    1      1      1
8847    -8    5    -12    1      1      1
8848    -7    5    -12    1      1      1
8849    -6    5    -12    1      1      1
8850    -5    5    -12    1      1      1
8851    -4    5    -12    1      1      1
8852    -3    5    -12    1      1      1
8853    -2    5    -12    1      1      1
8854    -1    5    -12    1      1      1
8855    0    5    -12    1      1      1
8856    1    5    -12    1      1      1
8857    2    5    -12    1      1      1
8858    3    5    -12    1      1      1
8859    4    5    -12    1      1      1
8860    5    5    -12    1      1      1
8861    6    5    -12    1      1      1
8862    7    5    -12    1      1      1
8863    8    5    -12    1      1      1
8864    9    5    -12    1      1      1
8865    10    5    -12    1      1      1
8866    11    5    -12    1      1      1
8867    12    5    -12    1      1      1
8868    13    5    -12    1      1      1
8869    14    5    -12    1      1      1
8870    15    5    -12    1      1      1
8871    -15    6    -12    1      1      1
8872    -14    6    -12    1      1      1
8873    -13    6    -12    1      1      1
8874    -12    6    -12    1      1      1
8875    -11    6    -12    1      1      1
8876    -10    6    -12    1      1      1
8877    -9    6    -12    1      1      1
8878    -8    6    -12    1      1      1
8879    -7    6    -12    1      1      1
8880    -6    6    -12    1      1      1
8881    -5    6    -12    1      1      1
8882    -4    6    -12    1      1      1
8883    -3    6    -12    1      1      1
8884    -2    6    -12    1      1      1
8885    -1    6    -12    1      1      1
8886    0    6    -12    1      1      1
8887    1    6    -12    1      1      1
8888    2    6    -12    1      1      1
8889    3    6    -12    1      1      1
8890    4    6    -12    1      1      1
8891    5    6    -12    1      1      1
8892    6    6    -12    1      1      1
8893    7    6    -12    1      1      1
8894    8    6    -12    1      1      1
8895    9    6    -12    1      1      1
8896    10    6    -12    1      1      1
8897    11    6    -12    1      1      1
8898    12    6    -12    1      1      1
8899    13    6    -12    1      1      1
8900    14    6    -12    1      1      1
8901    15    6    -12    1      1      1
8902    -15    7    -12    1      1      1
8903    -14    7    -12    1      1      1
8904    -13    7    -12    1      1      1
8905    -12    7    -12    1      1      1
8906    -11    7    -12    1      1      1
8907    -10    7    -12    1      1      1
8908    -9    7    -12    1      1      1
8909    -8    7    -12    1      1      1
8910    -7    7    -12    1      1      1
8911    -6    7    -12    1      1      1
8912    -5    7    -12    1      1      1
8913    -4    7    -12    1      1      1
8914    -3    7    -12    1      1      1
8915    -2    7    -12    1      1      1
8916    -1    7    -12    1      1      1
8917    0    7    -12    1      1      1
8918    1    7    -12    1      1      1
8919    2    7    -12    1      1      1
8920    3    7    -12    1      1      1
8921    4    7    -12    1      1      1
8922    5    7    -12    1      1      1
8923    6    7    -12    1      1      1
8924    7    7    -12    1      1      1
8925    8    7    -12    1      1      1
8926    9    7    -12    1      1      1
8927    10    7    -12    1      1      1
8928    11    7    -12    1      1      1
8929    12    7    -12    1      1      1
8930    13    7    -12    1      1      1
8931    14    7    -12    1      1      1
8932    15    7    -12    1      1      1
8933    -15    8    -12    1      1      1
8934    -14    8    -12    1      1      1
8935    -13    8    -12    1      1      1
8936    -12    8    -12    1      1      1
8937    -11    8    -12    1      1      1
8938    -10    8    -12    1      1      1
8939    -9    8    -12    1      1      1
8940    -8    8    -12    1      1      1
8941    -7    8    -12    1      1      1
8942    -6    8    -12    1      1      1
8943    -5    8    -12    1      1      1
8944    -4    8    -12    1      1      1
8945    -3    8    -12    1      1      1
8946    -2    8    -12    1      1      1
8947    -1    8    -12    1      1      1
8948    0    8    -12    1      1      1
8949    1    8    -12    1      1      1
8950    2    8    -12    1      1      1
8951    3    8    -12    1      1      1
8952    4    8    -12    1      1      1
8953    5    8    -12    1      1      1
8954    6    8    -12    1      1      1
8955    7    8    -12    1      1      1
8956    8    8    -12    1      1      1
8957    9    8    -12    1      1      1
8958    10    8    -12    1      1      1
8959    11    8    -12    1      1      1
8960    12    8    -12    1      1      1
8961    13    8    -12    1      1      1
8962    14    8    -12    1      1      1
8963    15    8    -12    1      1      1
8964    -15    9    -12    1      1      1
8965    -14    9    -12    1      1      1
8966    -13    9    -12    1      1      1
